x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
46.417025431935436 m,46.93735635796501 m,46.88974568180074 m,47.02452571476233 m,46.65827873254044 m,46.06744860299722 m,46.4281219565345 m,46.79383719474335 m,46.8614903107662 m,47.00414848813439 m,46.82878689883523 m,46.24505337849004 m,46.27426183459366 m,46.57606618451402 m,46.56773049951993 m,46.3726633655441 m,46.10095314849063 m,46.26835256288196 m,46.02138433025905 m,46.42556757124734 m,46.612714415818886 m,46.85890861096672 m,46.99538142298313 m,47.23930443151793 m,47.54761259676005 m,47.0255189803663 m,47.048921906179665 m,47.18850719604295 m,47.10168808175107 m,47.524121867348626 m,47.43362896850375 m,47.499379478248926 m,47.027107441220366 m,47.10511231590034 m,47.585181516416995 m,47.62186629017145 m,47.6215165096226 m,47.624264077709114 m,47.37463099090997 m,47.26900789581825 m,47.089190019364665 m,46.943276167110426 m,46.9648554757857 m,46.85790861440273 m,46.86721341955929 m,46.7498874699294 m,46.953128033433444 m,46.822938291779586 m,46.63075056453498 m,46.42459341722245 m,46.27741624315183 m,46.48930377074749 m,46.84156421028845 m,46.684848091398955 m,46.70196998097055 m,46.520439705977 m,46.0749206501832 m,45.83770102153663 m,45.722677191532995 m,45.93060774826236 m,45.80860058929002 m,45.735978354036085 m,45.78662309651489 m,45.947970166294496 m,45.76342298880726 m,45.81117399347795 m,45.55482789679903 m,45.954515664207605 m,46.05743092894735 m,46.331159803377375 m
47.63424780458952 m,47.70587875895113 m,47.78925310289054 m,48.090079678978384 m,47.82409480760069 m,47.50768307604716 m,47.6075143300764 m,47.72489055169394 m,47.68667216213912 m,47.87350758098942 m,47.62555733537368 m,46.81528285568512 m,46.65783695639478 m,46.8944579889655 m,47.208031175004265 m,47.26836116477333 m,46.89880690204987 m,46.80345791006653 m,46.54970225989135 m,47.185788772853996 m,46.832809032650985 m,47.43609555634115 m,47.626185330966784 m,47.77187161978668 m,47.65984914863926 m,47.78631781769351 m,48.08038831406947 m,47.88829269225361 m,48.01632563326504 m,48.62450764999178 m,48.2986902708655 m,48.18583632462019 m,47.95861480081265 m,48.37487714010298 m,48.67247103569832 m,48.71702582662179 m,48.41534053856661 m,47.86684163057793 m,47.86587560098587 m,47.86364268343426 m,47.896589713422244 m,47.55201315267033 m,47.36687779334219 m,47.27830969782954 m,47.429068552069296 m,47.42661016703768 m,48.013868216296544 m,47.74383256519262 m,47.84226336959148 m,47.40154337369779 m,47.28825927365149 m,47.48432254513922 m,47.819235051675896 m,47.71852566655715 m,48.08348425718042 m,47.741531225961374 m,47.516451461645325 m,47.21859931351937 m,46.90958674069344 m,46.86501802362078 m,46.5855355222314 m,46.88383482817151 m,47.102663667728635 m,47.10367861424957 m,47.27098074537881 m,47.08147050947869 m,46.567863908146265 m,46.92176997959155 m,47.126016099070355 m,47.57703029137764 m
49.004489599026954 m,48.754376411013936 m,48.925209825994905 m,48.75041996225531 m,48.921772041426394 m,49.01299548643344 m,48.90294908756498 m,49.06523826550478 m,48.8476857849007 m,49.03068006760364 m,48.45881965898131 m,47.61330440007609 m,47.534801020157474 m,47.32578414760832 m,47.47082585263754 m,47.77034815279134 m,47.97965824674748 m,47.61465655147841 m,47.4434768712304 m,47.440456074579544 m,47.43526371761308 m,48.17383181695698 m,47.98991045644767 m,48.25533099002452 m,48.527687213541356 m,48.42427078095899 m,48.7600009577764 m,48.63520565870819 m,48.8587245719673 m,49.1694250180999 m,49.34753694669105 m,49.24317452581133 m,49.230805303658144 m,49.45184748810185 m,49.6962408310398 m,49.806808548986254 m,49.1246282562263 m,49.2151308381987 m,48.35361057020022 m,48.43462119210909 m,48.366531412003596 m,48.20694350697089 m,48.1620783420101 m,48.015664243161496 m,47.99818674140918 m,47.945602161260794 m,48.377850229498186 m,48.45746220035666 m,48.58146391364495 m,48.27229817540292 m,48.42400827099509 m,48.203328670849245 m,48.54546451007139 m,48.88055139926049 m,49.00854839902042 m,49.063683119775945 m,48.79975962988378 m,48.036930085023144 m,47.69684693644458 m,47.44711354969714 m,47.13710502779819 m,47.58624557075956 m,47.91708583551136 m,48.183150405941575 m,48.204761203585534 m,48.01235709149624 m,47.68947259889809 m,47.513445449188616 m,48.35946239190851 m,49.14851425551431 m
49.79731046505245 m,49.54401325640738 m,49.87310512739666 m,50.29605036086576 m,49.96900657671286 m,50.13133388173511 m,49.99286735699086 m,49.7600049434585 m,49.66656155353392 m,49.98079327267558 m,49.427733305559045 m,48.6018623808814 m,48.521372607266215 m,48.26050586313848 m,48.25731360605969 m,48.48539093070303 m,48.82182709478252 m,48.69487023483994 m,48.29756546564646 m,48.255674754874796 m,48.578814223702224 m,48.817025436797465 m,48.32895105190034 m,48.571918805690686 m,48.65876304067195 m,49.024883407451306 m,49.28588940500759 m,49.69066651720409 m,50.00403687632701 m,50.12668664247488 m,50.132169905135584 m,50.12218641675596 m,50.65717295931006 m,50.886465105496995 m,50.82922565071653 m,50.596540228134074 m,50.295623426320354 m,49.82693737226354 m,49.164713913604665 m,49.0636530718182 m,48.85120666685716 m,48.934222898443764 m,48.55209144358848 m,48.304731393989314 m,48.50678770688957 m,48.99267989318679 m,48.9445669737302 m,49.53323822097432 m,49.46855498047343 m,49.19796566864825 m,49.72846326456846 m,49.52711114518786 m,49.51444416961518 m,49.53869636781084 m,49.91595058744509 m,49.915316645649376 m,50.03738380770333 m,49.10233160648458 m,49.04096071493502 m,48.660381216249206 m,48.65022392079598 m,49.039580203212864 m,48.84689005604426 m,48.74785241921367 m,48.71239767044785 m,48.56807204688954 m,48.069214399955946 m,48.277077977179225 m,49.213668520382875 m,49.73670772914845 m
50.95321658284493 m,50.79736689628413 m,50.65900024491246 m,50.65271196035186 m,50.687394451333425 m,50.8169974975132 m,50.9999200194226 m,50.71645526768671 m,50.45576889795583 m,50.1773849782916 m,50.324438459235836 m,49.89112267684733 m,49.127995974678086 m,48.943692046758656 m,48.902176480497786 m,49.05251025873205 m,49.53174934084561 m,49.57089587071911 m,49.487908441444745 m,50.12912251142905 m,49.857908795660585 m,49.61164020107039 m,49.28084074598497 m,49.06665376186993 m,49.230562733361054 m,49.52920882416464 m,49.94832527226251 m,50.57762182800584 m,50.71586800654756 m,50.8611369178324 m,50.97232790203532 m,51.11246320281833 m,51.47546859262676 m,51.534967695353316 m,51.49400864903221 m,51.26644169644162 m,51.16728253068219 m,50.780851291106174 m,50.319672643621146 m,50.08977956937432 m,49.54439839057658 m,49.211275887188194 m,49.156341580969105 m,48.74675113011932 m,49.003098068886686 m,49.32328698085348 m,49.63070713155992 m,50.10470999460108 m,49.861340017063824 m,50.012521801102764 m,50.39941357234085 m,50.44948667582503 m,50.32655835410496 m,50.483278544685014 m,50.29114935809176 m,50.539171032362404 m,50.57019344784109 m,50.270329374171034 m,50.27575225359422 m,49.764595012183236 m,49.77582261941254 m,49.70941013355345 m,49.894028056735806 m,49.62288171643754 m,49.6181360454818 m,49.81890222951347 m,49.338752669097154 m,50.029314338613226 m,50.579178111619996 m,50.68181462866189 m
51.38574586393789 m,50.97973137525254 m,50.93897170715016 m,50.98822872568036 m,51.137832970171985 m,51.321612044565015 m,51.60518247721481 m,51.17341855432649 m,51.268062539235196 m,50.99806576623398 m,51.01134896457853 m,50.520251564065 m,50.038475046136014 m,49.767484539496294 m,49.74997942879046 m,49.55826028507697 m,50.07500251515814 m,50.12905432616243 m,50.229517691211655 m,50.42831317893605 m,50.33872637439653 m,50.126973474295276 m,49.94418049136527 m,50.01178383017542 m,50.21958347377959 m,50.32454398279196 m,50.657211908087156 m,51.095517221101545 m,51.03246633429491 m,51.62184847850529 m,51.8391829439995 m,52.158431395924154 m,51.890509059839765 m,52.05540864268515 m,52.26309073837569 m,51.95509134295147 m,51.80634907462943 m,50.95892609624955 m,50.89175771411413 m,50.568011611020395 m,50.10811614427341 m,49.80197145522344 m,49.84683868002932 m,49.77222824504099 m,49.92497195888645 m,50.32065883890246 m,50.623124353265766 m,50.92340418111312 m,50.64431831317431 m,50.818338106149774 m,51.122571746302526 m,51.466688788664484 m,51.55355873808494 m,51.33517260355503 m,51.19046243825929 m,51.30344356022951 m,51.30353302868788 m,51.20876468036172 m,51.32413404942604 m,51.12361688946396 m,51.15418230328558 m,50.75734678473968 m,50.402326622756675 m,50.389980335962825 m,50.24357483529916 m,50.37917427785667 m,50.67870769409814 m,51.02466304928487 m,51.48233402395208 m,51.67872708625688 m
51.884256206306574 m,51.46381069958382 m,51.30098680114348 m,51.33852202735197 m,51.46100513106062 m,51.73039872123164 m,51.813900420065615 m,51.97790072934708 m,52.230567731194796 m,52.0785390025303 m,51.824366282987995 m,51.53829859278798 m,51.115095223349584 m,50.83362544131516 m,50.5509960740275 m,50.38872318947349 m,50.56674481764891 m,50.81675184838847 m,51.31658159177228 m,51.00562651602813 m,51.153835138391635 m,51.13510047895818 m,50.84212408016199 m,50.81063696122183 m,50.86206389407191 m,51.18173631085116 m,50.946681773302004 m,51.6180651042834 m,51.97880541644018 m,52.14096401174253 m,52.224709280802394 m,52.2178991296915 m,52.343972222535726 m,52.379218543522626 m,52.56298833495988 m,52.28708961775324 m,52.26214318070981 m,51.7493482428444 m,51.35743006476499 m,51.21997428078404 m,50.85896238921817 m,50.743121277418766 m,50.53875915248424 m,50.33009142924144 m,50.62042291125603 m,51.241851530062654 m,51.55242215737996 m,51.812167921065125 m,51.5213987369413 m,51.80852289448171 m,52.15551260094595 m,52.324866153567726 m,52.320172951199304 m,52.483923023461514 m,52.23369495933279 m,52.244138960269076 m,52.41470772659769 m,52.26969925477749 m,52.326384389751894 m,51.80223333663477 m,51.84894836979815 m,51.435320649177534 m,51.312516485340225 m,51.11090328840356 m,50.78945640327531 m,51.0703870290515 m,51.69416694684456 m,52.01807529357472 m,52.22739726212238 m,52.16190281402325 m
52.45574108633219 m,51.989313150809515 m,51.54469836572651 m,51.29006949993436 m,51.753475791765744 m,52.39607468007509 m,52.37084821648721 m,52.62733106130519 m,52.52958892242485 m,52.72311940061643 m,52.24413248405282 m,52.30030019734555 m,51.775770365795964 m,51.16317947600957 m,51.33919527226439 m,51.20443089753786 m,51.41866055527383 m,51.504657362461344 m,52.12577875436415 m,51.93386748342338 m,51.89509273083898 m,51.901422917565014 m,51.80347057372912 m,51.670111406118 m,51.66105754263153 m,51.314706143168145 m,51.33426424275315 m,51.55154736211145 m,52.03504894021053 m,52.40298617267406 m,52.51780026370708 m,52.83327483162977 m,52.90714021267714 m,53.26417905274845 m,53.090230341299666 m,52.85419539836613 m,52.78912795501346 m,52.58770056576839 m,51.967316117957914 m,51.73862997336768 m,51.35127481032676 m,51.438947771757825 m,51.377343654149364 m,51.55155527896301 m,52.152046482973056 m,52.59159049040352 m,52.84950391179133 m,52.73646511863343 m,52.67222234019203 m,52.6408773827893 m,52.6037392817143 m,52.69410404202298 m,52.933579497498506 m,53.145491348769 m,52.93591005609194 m,52.80465129879674 m,53.068484276838504 m,53.26789498691711 m,53.2695256402627 m,53.024445948992394 m,52.66647154186041 m,52.636321189802295 m,52.37423597017958 m,52.143497160725715 m,51.85158469392324 m,52.081040182374124 m,52.40729797899877 m,52.65768136496194 m,52.79481313221012 m,52.56631817727834 m
52.673874660443644 m,52.619383496331004 m,52.319275168021235 m,52.25222762157552 m,52.55298662635969 m,52.8557843841128 m,52.695403774386705 m,53.227509465889256 m,52.96022869484551 m,53.027977259343444 m,52.8613416933197 m,52.53668789005009 m,52.49397098007982 m,51.69065082097608 m,51.80505090054876 m,52.40848901937568 m,52.65559626589274 m,52.28057296057601 m,52.062799096085556 m,52.55591251278534 m,52.41600046637021 m,52.52140790774886 m,52.5879682932562 m,52.33875140654385 m,52.058197170212836 m,51.94777808443662 m,52.22029436291235 m,52.38997941787022 m,52.40232836210704 m,52.76301006863442 m,52.93069378743372 m,53.241534630743516 m,53.70198014616535 m,53.98916048807209 m,53.594718187690276 m,53.74784471671476 m,53.379022061160114 m,53.00472975194507 m,52.63274108758371 m,52.7290598706317 m,52.52785262422345 m,52.11244271005128 m,52.00507768764124 m,52.457882512803955 m,53.15062808760607 m,53.60981755334161 m,53.70087310726213 m,53.60182776696848 m,53.52448428122591 m,53.587205563140635 m,53.53982864136908 m,53.484167344106545 m,53.58910528497793 m,53.898053942909705 m,54.09304440023325 m,54.28083996729653 m,54.40597068091805 m,54.33664827375692 m,53.99013625987841 m,53.91015198848879 m,53.75934272852963 m,53.48090343845292 m,53.15001207643459 m,52.92554902309398 m,53.127860461335814 m,52.95870600688605 m,53.2338473300019 m,53.15485608606694 m,52.64936129322594 m,52.834123564170056 m
53.25693434012736 m,53.199647002047534 m,53.099933426140296 m,53.091099429255905 m,53.12672810771238 m,53.59393019823575 m,53.54153602879215 m,53.30858009655406 m,53.19281111346408 m,53.38737106647916 m,53.31565491217762 m,53.05931858735821 m,52.986939101551414 m,52.49748574169055 m,52.54962606170788 m,52.87283520285706 m,53.04632311581315 m,52.93462986996369 m,52.576460151907696 m,52.827904726114056 m,53.279016156835375 m,53.297590162931506 m,53.303518850457536 m,53.26662513524829 m,53.0630845932031 m,52.767611925522004 m,52.463836799755185 m,52.35505414574777 m,52.82828056703519 m,53.28692076467888 m,53.474551559829514 m,53.78092673617036 m,54.18713681000933 m,54.27084491523005 m,54.38564798896686 m,54.52556918304862 m,54.367776972342725 m,54.46515859796194 m,53.994274045672405 m,53.682394420106895 m,53.33647067300625 m,53.31074422756842 m,53.18102382626253 m,53.51222818518925 m,53.873569249182026 m,54.155992811796196 m,54.46911745411484 m,54.38976752947204 m,54.23934686008681 m,54.66844693950016 m,54.50134883954382 m,54.47231830939825 m,54.64442261537399 m,54.81966575188322 m,55.060807240361314 m,55.03180975709593 m,54.817392712287074 m,55.01532129474057 m,54.95135104172741 m,54.7456810584802 m,54.29170237560273 m,54.5256517140002 m,53.680171620197775 m,53.68257803789252 m,53.706304274898315 m,53.78861394455824 m,53.58767537163394 m,53.33458250278114 m,53.427425358545065 m,53.513019762241754 m
53.23991603701933 m,53.42820919592823 m,53.78691556493624 m,53.64341818536573 m,53.80409985195544 m,54.08856856799174 m,54.17434802051016 m,53.799344282920785 m,53.73767900259376 m,53.573922450142454 m,53.62021067600931 m,53.32427125332505 m,53.128657051729085 m,52.97641352462077 m,53.54944558257445 m,53.83616117199195 m,53.7253293090623 m,53.72051343573072 m,53.66122602183719 m,54.01026752084646 m,53.663724209527565 m,53.98055826328928 m,53.91532577418502 m,54.026875562994235 m,53.99760432709515 m,53.49832348329235 m,53.54881363255155 m,53.429255948878804 m,53.79017633964237 m,54.10363265356944 m,53.76319016791098 m,54.00713066030256 m,54.368176436331325 m,54.907816644438356 m,55.11034258736174 m,55.466298466153006 m,55.5546781804275 m,55.311756037203935 m,54.85695773323379 m,54.334405987231946 m,54.13239421048746 m,54.15735719480607 m,54.333667361817355 m,54.56045647317279 m,54.33862641975947 m,54.86358106504388 m,55.13874767008674 m,55.24718443033384 m,55.40755948188886 m,55.43903429689358 m,55.02344974400681 m,55.3243691418832 m,55.459757052710245 m,55.67373276601919 m,55.91062384554108 m,55.852937431812265 m,55.39989772804729 m,55.6190213997749 m,55.605943048176634 m,55.65012284074109 m,55.40437427050415 m,55.35889805049254 m,54.653258520725 m,54.5137054777832 m,54.362968772381166 m,54.06260749338105 m,53.84544394862401 m,54.0629245870366 m,53.96644998928133 m,53.85904827898783 m
53.959059985489816 m,53.81701097078569 m,54.24536181109564 m,54.11570058485697 m,54.01407464336107 m,54.42138434615289 m,54.40251998581096 m,54.65020347037295 m,54.29865775555052 m,54.671923341921634 m,54.36719356718862 m,53.73935234433994 m,53.8390721071648 m,53.6887078419607 m,53.90991461795063 m,54.72806727068576 m,54.87172664976515 m,54.58479437863912 m,54.60088407627942 m,54.689733370692714 m,54.61913879333055 m,54.539911664490134 m,55.014252991781035 m,54.90633879211051 m,54.597871200319396 m,54.88822506047241 m,54.8812671292939 m,54.77511922975006 m,54.625656760682986 m,54.64366298581059 m,54.63110622017425 m,54.654471697190175 m,54.801137791000045 m,55.403754668617914 m,55.85447545506152 m,55.76534644976584 m,56.15614771772087 m,55.83232345608354 m,55.88462780744609 m,55.4428624231106 m,55.198172394521805 m,55.01821488344141 m,55.069618471231216 m,55.263181625564556 m,54.759451292864725 m,55.15024625787472 m,55.085224247920046 m,55.43399435270439 m,55.620703766170514 m,55.887022352563505 m,55.7422006222024 m,56.13577160964504 m,56.570102702327866 m,56.59018119826333 m,56.33072432123235 m,56.68500837994868 m,56.262835656066564 m,55.97150066099783 m,56.0781934308385 m,56.27470700280828 m,56.49550631007244 m,56.08881912322754 m,55.86026807055128 m,55.541194973752155 m,55.01464081209358 m,54.67086867202194 m,54.795649057428435 m,54.56984702840988 m,54.396527432532366 m,54.21038119186912 m
55.03395077023882 m,54.82855011392114 m,55.169816194431 m,54.923378853435096 m,54.87272949629419 m,55.075766319877935 m,55.06866270353476 m,54.9296239455101 m,54.66425622489601 m,55.13636099791195 m,54.97024959785163 m,54.58617455632033 m,54.36734298755425 m,54.206911341123345 m,54.23850291182333 m,55.187616661693035 m,55.23284458879499 m,55.48759357991161 m,55.3425380833542 m,55.49831449745722 m,55.596484369211325 m,55.51115611824579 m,55.805201595830894 m,55.75280956346505 m,55.506308281217514 m,55.65008457361837 m,55.561798116740086 m,55.222671018692495 m,55.609604155220794 m,55.64891755354777 m,55.25790300291568 m,55.28223799452252 m,55.41275292998737 m,55.79635724950755 m,56.344581645108626 m,56.18319502022841 m,56.289863309830565 m,56.46461127893426 m,56.62257576214045 m,56.60611194694031 m,56.229614255650134 m,56.10857152294421 m,55.59944000374775 m,55.49470002295851 m,55.121235777060136 m,55.54438735474351 m,55.70789029723083 m,55.979432454256525 m,56.125204230951844 m,56.18562599838461 m,56.57367201091019 m,57.327802800656094 m,57.55976216231206 m,57.39383751160387 m,57.28496286090507 m,57.567086902180975 m,57.0513060395431 m,56.82479545633856 m,56.91236304177401 m,57.00047808403087 m,56.98544350988174 m,56.805236276497574 m,56.39394831213609 m,56.224339833864484 m,56.20753687312565 m,55.62864614985353 m,55.72506175172255 m,55.2437258900427 m,55.12935272337547 m,54.75523733300237 m
55.64505278038942 m,55.73926052164148 m,55.64850051460155 m,55.51091861684028 m,55.510632499462 m,55.8783879757153 m,55.84979692320153 m,55.93567157769205 m,55.967076332210866 m,55.73088652332914 m,55.62903603709682 m,55.36515908224336 m,55.212590178431924 m,55.188466339886745 m,55.32154047115063 m,55.156126984446004 m,55.53519672606467 m,55.921686460200256 m,55.78467242241952 m,55.859070101216595 m,56.35676293650841 m,56.29385279740743 m,56.22700405324894 m,56.59728756142859 m,56.33676284091713 m,56.297726231359604 m,56.07401151320931 m,56.070963971376855 m,56.51742641206731 m,56.15933322755824 m,55.91885662911018 m,55.606474661972776 m,55.88497517364718 m,56.253249846107 m,56.76636543222395 m,57.0917459247312 m,57.11244459818514 m,57.650957682711436 m,57.78439372344033 m,57.84271299791433 m,57.47911005679991 m,57.076402238914156 m,56.35610001235622 m,55.73294818008144 m,55.435010834861004 m,55.55319806226475 m,55.689819245185525 m,56.24078772734707 m,56.46632942031087 m,56.8839726695045 m,57.27785993385935 m,57.90941008872759 m,58.136236977208036 m,58.41586910134632 m,58.208600388211934 m,57.895434883315794 m,57.90634464283096 m,57.65113858522124 m,57.76871169641669 m,57.44048535031649 m,56.82581364172262 m,57.124769206594294 m,56.98063992091207 m,56.82399308183184 m,56.631938013974846 m,56.548058566019535 m,56.337004793879345 m,55.75886133475489 m,55.63830236725252 m,55.672040076046585 m
56.58409394846557 m,56.55929302470066 m,56.615013396004215 m,56.239483727829565 m,56.35363743324476 m,56.28544788977877 m,56.41483078261077 m,56.59981535367517 m,56.40898785588722 m,56.463877817658144 m,56.503631082393206 m,56.04065751644023 m,55.86585096251293 m,55.82708442407632 m,55.99958176837198 m,56.15222605019378 m,56.276765181437774 m,56.51119408302003 m,56.961845657189 m,56.70409745153884 m,56.77233146280242 m,56.980750275241874 m,56.977254772389415 m,56.710199369015626 m,56.97090224916704 m,57.0880691165109 m,56.9508266271824 m,57.059717648525165 m,57.22759869977388 m,56.767139793627976 m,56.83844335839026 m,56.48059928595306 m,56.84114427211486 m,56.88281950767151 m,57.43936334710999 m,57.6686280371391 m,57.766180251963966 m,58.059337419740714 m,58.28228063828674 m,58.30543463483546 m,58.206730618398055 m,57.61205716156951 m,57.315084167172294 m,56.93982166881582 m,56.89124218435671 m,56.563388910188465 m,56.28683609713833 m,56.43691491036667 m,57.21635974914416 m,57.928148469563126 m,58.331669144442294 m,58.39731840396051 m,58.6668863015201 m,58.65402458403739 m,58.49076759701783 m,58.42838974542599 m,58.28025101792031 m,58.65353821847322 m,58.32729232846674 m,58.27352836772217 m,57.88808799095808 m,57.74188314696492 m,57.95542669046523 m,58.06335660635493 m,57.72428582982555 m,57.87759721435491 m,57.29067723655848 m,56.91060854052677 m,56.486366054194356 m,56.404018629630876 m
57.494330751817024 m,57.697100659160014 m,57.51550720778526 m,57.0650394962545 m,57.14948678729398 m,57.368178351329846 m,57.62221539951544 m,57.48320122365585 m,57.132082914235696 m,57.255739966648 m,57.262503671199 m,56.698563061072896 m,56.77290195096717 m,56.66260922302193 m,56.87162662276308 m,57.22329032587455 m,57.149797919007995 m,57.49700195133034 m,57.589542997854394 m,57.646609704824876 m,57.67436994507025 m,57.755232014378706 m,57.62613895710144 m,57.81241111992921 m,57.651407472733084 m,57.80618907513324 m,57.88825681135462 m,58.06237040061792 m,57.92343043819727 m,57.99366261658512 m,57.58498753341178 m,57.34925157477265 m,57.69556796419179 m,57.91600338266001 m,58.58814752216015 m,58.558168809070445 m,58.66988881526087 m,58.55112228275921 m,59.021524622202556 m,58.7776386713292 m,58.81782485495605 m,58.21591247860512 m,57.7985251517044 m,57.20617973351682 m,57.15541357559673 m,56.833801433235195 m,56.99127125111028 m,57.08381943462223 m,58.007608280646636 m,58.249936101100936 m,58.520523494890355 m,58.86699685795893 m,59.02321902872045 m,59.0178967493583 m,58.755647432572104 m,58.57964184499015 m,58.99115880690867 m,59.398623490236034 m,58.7527676362239 m,58.41183872043949 m,58.12254429805403 m,58.09144265627745 m,58.04924316966917 m,58.455008086361104 m,58.63974271921752 m,58.76373995769478 m,58.242031098967175 m,58.00162119275835 m,58.22099823115575 m,57.32153235630511 m
58.33624483193281 m,58.291726865343094 m,58.34817718054884 m,57.81175927325479 m,58.376906436239324 m,58.47642606301757 m,58.536263273265575 m,58.54003273081494 m,58.173508804027776 m,58.25281862375569 m,58.17372050827589 m,57.70204119756194 m,57.602678659297666 m,58.001515543769045 m,58.04274320108489 m,58.43189626982722 m,58.47540379867421 m,58.3635808971738 m,58.600336209701254 m,58.47580211872332 m,58.47292569455031 m,58.373435011657165 m,58.642091062032485 m,58.42284372165612 m,58.31066317562683 m,58.14546619091217 m,58.64742644361912 m,58.592458209990006 m,58.66949669987241 m,58.419696843433755 m,58.318586952208854 m,58.52550270650094 m,58.59560988586543 m,59.018436792654406 m,59.22372924770232 m,59.57189269420512 m,59.8633033337198 m,59.50641951473033 m,59.14538379705127 m,59.170939397317696 m,58.96498727927356 m,58.72446276110278 m,58.367962493319155 m,58.120791362854675 m,58.02515138314328 m,57.54660264077825 m,57.42282763551906 m,57.87346655430996 m,58.36398960169015 m,58.51482734261535 m,59.129977379740815 m,59.481354055004026 m,59.777555167787796 m,59.577931771561566 m,59.302701739277566 m,59.92826907275149 m,59.97738586685629 m,59.8967198619805 m,58.89549325077468 m,58.90981291360259 m,58.930192329338944 m,58.878654599721976 m,58.87496814447824 m,59.075066464600376 m,59.3846084912268 m,59.525052059267225 m,58.96958831359654 m,58.751109442787566 m,58.67770204460383 m,58.84804397995349 m
59.34014925250864 m,59.16793128993714 m,59.2898809705864 m,58.899690449832164 m,59.21273832994188 m,59.31521848552398 m,59.056286018074125 m,59.48449483254537 m,59.59497986631953 m,59.24580303151815 m,58.96862468929109 m,59.070203381031824 m,59.121135571944926 m,59.05797648220258 m,58.91455765992728 m,58.99843680535985 m,59.569618057241854 m,59.28648713542501 m,59.32885962376946 m,59.262509312249925 m,59.1033887550469 m,59.07164798755536 m,59.403883136773686 m,59.28657410269996 m,58.960224638932 m,59.17633091041158 m,59.38877292598626 m,58.81010569370975 m,58.80122165750652 m,58.87885654290008 m,59.17784668307543 m,59.467737354872696 m,59.7358577938125 m,59.53117542255027 m,60.287856173529335 m,60.475300933787416 m,60.337178454870035 m,60.491672135604546 m,60.3106615488508 m,60.01886999872076 m,59.94763233930605 m,59.635416938337734 m,59.05207884430689 m,58.78962524372675 m,58.885691717472504 m,58.52982142741207 m,58.3593781601013 m,58.573212419393876 m,58.811023249540945 m,59.05695641382844 m,59.783410674004514 m,60.15850403935029 m,60.40785166970113 m,60.02172198331027 m,60.12241214945638 m,60.399570459253084 m,60.61339421257873 m,60.414921429124455 m,60.15612749649638 m,59.82801089282308 m,59.49885019482681 m,59.337538513257485 m,59.66772416899457 m,59.22238899748366 m,59.51654561741889 m,59.80561238241827 m,59.86574109390399 m,59.52703469942193 m,59.45548059511388 m,59.803003033184645 m
60.01487055314347 m,59.862435289484104 m,59.867210496413335 m,60.041375214762624 m,60.114243420328265 m,59.588385265732505 m,59.60312833217238 m,60.06556156849353 m,59.98493329712485 m,59.868129720404454 m,60.1947867849931 m,59.65355702158274 m,59.847537587751674 m,59.56215701396405 m,59.63091765699562 m,60.06761211012886 m,60.194523045559826 m,60.38661464279442 m,60.27570019630213 m,60.231802726762616 m,60.089081407744075 m,59.74849589904004 m,59.98023762953323 m,59.88845641382874 m,59.94336363114021 m,60.21159549597984 m,59.90274012812144 m,59.19544168091099 m,59.04735781574816 m,59.27919580629982 m,59.626352392654574 m,60.39625928382544 m,60.07789314127038 m,60.248431254769805 m,60.70867866613476 m,60.992542779666564 m,61.224079570741196 m,61.14330825669647 m,61.3588981172914 m,60.91026516885769 m,60.674522946125805 m,60.45524276335935 m,60.07133649848364 m,59.789583555625676 m,59.639424474317586 m,59.31308464407614 m,59.41424864553953 m,59.77576397757024 m,59.64234820481096 m,59.97582110707679 m,60.36540802448245 m,60.63702256924655 m,61.02135868063773 m,60.59049665752848 m,61.00447497548031 m,60.99188815553848 m,61.31633749394944 m,60.73682984510356 m,60.600292523957116 m,60.35419867214729 m,59.87778556301036 m,59.372400236239116 m,60.08355579469447 m,59.821704514739935 m,59.66791300900201 m,60.37492724868356 m,60.436513845335654 m,60.4770017775766 m,60.160562330094784 m,60.013679480057796 m
